bouwjaar,woningtype,epi_imputed,epi_pc6_average
1986,tussenwoning,1.451,1.7061428342546736
1920,tussenwoning,2.612,1.8874285561697823
1987,meergezinspand_laag_midden,1.451,1.716428552355085
1913,meergezinspand_laag_midden,1.451,1.8526666429307725
1957,meergezinspand_hoog,1.451,1.5304166674613953
1956,tussenwoning,2.184,2.037833313147227
1961,tussenwoning,1.2,1.4150909022851423
2008,meergezinspand_hoog,0.938,0.9348461765509385
1984,tussenwoning,1.451,1.3882499933242798
1970,hoekwoning,0.938,1.215250015258789
1975,twee_onder_1_kap,1.451,1.5751999855041503
1971,meergezinspand_laag_midden,1.451,1.4384499788284302
1974,tussenwoning,1.26,1.037380956468128
1995,vrijstaand,1.2,1.1235714554786682
2000,hoekwoning,0.938,1.0166000306606293
1948,meergezinspand_laag_midden,1.451,1.9200909029353748
1962,hoekwoning,0.938,0.9380000233650208
1933,hoekwoning,3.237,2.607999990968143
2018,meergezinspand_laag_midden,0.938,0.9380000233650208
1976,meergezinspand_laag_midden,1.451,1.4509999752044678
1980,tussenwoning,1.451,1.4973333146837022
2018,meergezinspand_laag_midden,0.938,0.9380000233650208
2016,tussenwoning,0.938,0.9380000233650208
2020,hoekwoning,0.938,1.0335555768307345
1959,meergezinspand_hoog,1.785,1.2941739049510679
1921,meergezinspand_laag_midden,0.938,1.5315000116825104
1959,twee_onder_1_kap,2.184,1.856000026067098
1979,meergezinspand_laag_midden,1.785,1.9013749808073044
1935,tussenwoning,2.184,2.02199999243021
1958,meergezinspand_laag_midden,2.184,1.7608000040054321
1992,hoekwoning,1.2,1.2350714589868272
1880,twee_onder_1_kap,2.612,2.1804999828338625
1922,hoekwoning,2.612,2.6113749891519547
1962,hoekwoning,3.237,1.6504545428536155
1983,tussenwoning,1.451,1.3930769150073712
1979,hoekwoning,1.2,1.225100040435791
1978,meergezinspand_laag_midden,1.785,1.7962000131607057
1978,meergezinspand_laag_midden,1.2,1.0448089450787588
1978,meergezinspand_laag_midden,0.938,1.0448089450787588
1978,meergezinspand_laag_midden,0.938,1.0448089450787588
1968,tussenwoning,1.451,1.4325624890625477
2016,meergezinspand_laag_midden,0.938,0.9380000233650208
1983,hoekwoning,1.2,1.3882499933242798
1983,meergezinspand_laag_midden,1.42,1.349999988079071
1997,meergezinspand_laag_midden,1.451,1.4475000143051147
2006,meergezinspand_laag_midden,0.938,0.9700937746092677
1998,meergezinspand_laag_midden,1.2,1.258411789641661
2017,tussenwoning,0.938,0.9380000233650208
2006,meergezinspand_laag_midden,0.938,0.9380000233650208
2011,meergezinspand_hoog,0.938,1.1230666769875421
2015,tussenwoning,0.938,0.9380000233650208
1993,tussenwoning,1.16,1.2635555399788752
2010,tussenwoning,1.06,1.0139999985694885
2000,hoekwoning,1.13,1.450166642665863
1966,hoekwoning,1.785,1.6012500027815502
1960,hoekwoning,1.44,1.8982142891202654
2017,tussenwoning,0.938,0.9380000233650208
2016,meergezinspand_hoog,0.938,0.9380000233650208
1890,tussenwoning,1.451,1.9505555497275457
1972,tussenwoning,1.451,1.7073999881744384
2016,meergezinspand_hoog,0.938,1.0290161438526646
1986,meergezinspand_hoog,1.41,1.4610707918099597
1986,meergezinspand_hoog,1.39,1.4610707918099597
1967,meergezinspand_hoog,1.451,1.471874974668026
2017,tussenwoning,0.938,1.2585333347320558
1978,tussenwoning,1.785,1.5577777491675482
1996,meergezinspand_laag_midden,1.2,1.2000000476837158
1971,meergezinspand_hoog,1.451,1.6066666444142659
1904,tussenwoning,2.184,1.9492499828338623
1951,tussenwoning,1.451,1.9516999840736389
1988,tussenwoning,1.451,1.3925882192219006
1988,vrijstaand,1.2,1.3925882192219006
1991,meergezinspand_hoog,1.1,1.1356154038355901
1995,tussenwoning,1.2,1.0952000379562379
2005,hoekwoning,0.938,0.9380000233650208
2010,meergezinspand_hoog,1.27,1.1589558707440601
1978,meergezinspand_laag_midden,1.43,1.4168260771295298
2003,meergezinspand_laag_midden,1.36,1.2853454676541416
2007,hoekwoning,0.938,0.9486666818459829
2009,meergezinspand_laag_midden,0.938,0.9481025888369634
2020,meergezinspand_laag_midden,0.938,0.9564242629390775
1970,meergezinspand_laag_midden,0.938,1.1545000274976094
1962,tussenwoning,1.7,1.6957499831914902
2007,vrijstaand,0.938,0.9380000233650208
2007,meergezinspand_laag_midden,1.2,1.0065915718884535
1973,tussenwoning,0.938,1.3702692412413084
1955,tussenwoning,2.612,2.3709999918937683
1973,meergezinspand_hoog,0.938,1.1361000269651413
1964,hoekwoning,1.451,1.71042856999806
2006,tussenwoning,0.938,0.9380000233650208
1971,tussenwoning,1.46,1.422000026702881
1995,vrijstaand,1.2,1.1003750264644623
1972,meergezinspand_hoog,3.237,2.8283199882507324
2020,tussenwoning,0.938,0.9380000233650208
2012,meergezinspand_laag_midden,1.35,1.2424594695503648
1932,vrijstaand,3.237,1.955999990304311
1980,meergezinspand_laag_midden,1.451,1.6951111091507807
1977,meergezinspand_hoog,1.785,1.779421025200894
1973,vrijstaand,1.451,1.9183333317438762
1970,tussenwoning,1.785,1.6355555454889934
1996,tussenwoning,0.938,1.0690000355243683
1968,tussenwoning,1.63,1.61869564263717
1964,meergezinspand_hoog,1.785,2.0215999841690064
1957,vrijstaand,2.612,2.0625
1993,meergezinspand_laag_midden,1.451,1.4509999752044678
1983,meergezinspand_laag_midden,1.451,1.5218999862670899
1981,tussenwoning,0.938,1.4211666484673817
1988,tussenwoning,1.42,1.3341428594929832
1981,tussenwoning,1.2,1.2377692598562975
1972,meergezinspand_hoog,2.23,2.253809514499846
1980,hoekwoning,1.451,1.579461510364826
1937,meergezinspand_laag_midden,1.451,1.1696315878315975
1972,tussenwoning,1.785,1.67849999666214
1964,twee_onder_1_kap,1.785,2.078600001335144
1972,tussenwoning,1.2,1.4553333272536595
2007,meergezinspand_laag_midden,0.938,0.9484800243377686
2018,tussenwoning,0.938,0.9380000233650208
1998,meergezinspand_laag_midden,1.2,1.1563333769639332
1983,meergezinspand_laag_midden,1.451,1.4509999752044678
1920,hoekwoning,1.93,2.097052630625273
2011,hoekwoning,0.938,0.9380000233650208
1960,meergezinspand_hoog,1.451,1.471874974668026
1981,tussenwoning,1.451,1.4360833118359249
1980,tussenwoning,1.451,1.3930769150073712
2007,meergezinspand_laag_midden,0.938,1.0001143080847603
1962,tussenwoning,1.785,1.400911758927738
1962,tussenwoning,1.451,1.3356666564941406
2019,hoekwoning,0.938,0.9380000233650208
1999,tussenwoning,1.2,1.1738000452518462
2016,tussenwoning,0.938,0.9380000233650208
1978,twee_onder_1_kap,1.2,1.3349090814590454
1955,vrijstaand,3.237,2.5446666479110718
1996,twee_onder_1_kap,1.451,1.3255000114440918
1994,tussenwoning,1.2,1.1552308018390949
1820,vrijstaand,1.785,1.8211666444937389
2020,twee_onder_1_kap,0.938,0.9380000233650208
1857,meergezinspand_laag_midden,3.237,2.016916652520498
2001,meergezinspand_hoog,1.2,1.1988421427576166
2018,hoekwoning,0.938,0.9380000233650208
1988,meergezinspand_laag_midden,1.48,1.480833355585734
2011,meergezinspand_laag_midden,0.71,0.8682499960064888
1965,hoekwoning,1.38,1.4168181798674844
1985,tussenwoning,1.451,1.4509999752044678
1982,tussenwoning,1.2,1.3318461592380817
1997,meergezinspand_laag_midden,1.18,1.0620909279043025
1984,meergezinspand_laag_midden,1.451,1.477999997138977
1983,tussenwoning,1.45,1.3254348013712012
1938,hoekwoning,1.72,2.4407857060432434
1960,meergezinspand_laag_midden,1.451,1.6179999709129333
1986,tussenwoning,1.451,1.3255000114440918
1996,tussenwoning,0.938,0.9511000245809555
1998,tussenwoning,1.2,1.1665625385940075
1978,tussenwoning,0.938,2.22744443681505
2010,hoekwoning,0.938,0.9380000233650208
1983,meergezinspand_laag_midden,1.451,1.3756999969482422
2020,vrijstaand,0.938,0.9380000233650208
1991,vrijstaand,1.451,1.1951875053346157
1987,vrijstaand,1.785,1.7783333261807759
1999,tussenwoning,0.938,1.0952000379562379
2018,tussenwoning,0.938,1.1665555735429127
1968,hoekwoning,0.938,1.5592727227644487
1968,tussenwoning,0.938,1.5592727227644487
1992,hoekwoning,0.938,1.097538484976842
1950,tussenwoning,1.14,1.059333344300588
1998,meergezinspand_hoog,1.2,1.2000000476837158
2018,twee_onder_1_kap,0.938,0.9380000233650208
1973,tussenwoning,1.451,1.350600004196167
1960,vrijstaand,2.184,1.6356666684150696
1978,tussenwoning,1.451,1.2799999912579854
1955,meergezinspand_laag_midden,1.2,1.6637142768927984
1974,meergezinspand_hoog,1.451,1.5114166537920635
1951,meergezinspand_laag_midden,1.785,2.139624983072281
1976,tussenwoning,0.938,1.0387692634875958
2002,vrijstaand,0.938,0.9380000233650208
2002,vrijstaand,0.938,0.9380000233650208
1970,meergezinspand_laag_midden,0.938,1.0306154076869671
1961,tussenwoning,1.451,1.9244999885559082
1988,twee_onder_1_kap,1.2,1.3394444518619113
1969,vrijstaand,1.785,2.5109999775886536
2006,meergezinspand_hoog,0.938,1.4495882146498735
1999,vrijstaand,1.451,1.2413793288428208
1993,vrijstaand,0.938,1.161000030381339
2010,meergezinspand_laag_midden,0.938,0.9380000233650208
1968,tussenwoning,1.785,1.9111999869346619
1930,twee_onder_1_kap,3.237,2.361999988555908
1989,tussenwoning,1.2,1.260000005364418
1986,vrijstaand,1.51,1.8154999954359872
1918,hoekwoning,2.612,2.35576921242934
1930,vrijstaand,3.237,2.4281110962231955
2012,tussenwoning,0.938,0.9380000233650208
1970,vrijstaand,2.612,1.9493333101272583
1973,hoekwoning,1.451,1.4808749854564667
1948,vrijstaand,2.612,2.4333333174387612
1987,tussenwoning,1.451,2.142571415219988
1994,meergezinspand_laag_midden,1.451,1.4774654939256866
1968,tussenwoning,1.451,1.6064999848604202
1967,tussenwoning,1.785,1.7372856821332658
2011,meergezinspand_laag_midden,0.938,1.106272742152214
1989,meergezinspand_laag_midden,1.06,1.2186511602512626
1977,hoekwoning,1.451,1.4987142596926009
2002,tussenwoning,1.2,1.000333348910014
1993,vrijstaand,0.938,1.0690000355243683
1984,tussenwoning,1.49,1.2483913276506506
1982,hoekwoning,0.938,1.0448000311851502
1975,hoekwoning,1.451,1.409166653951009
2004,tussenwoning,0.938,0.9774375259876251
1978,hoekwoning,1.2,0.9659375231713057
2019,tussenwoning,0.938,0.9380000233650208
1976,hoekwoning,1.451,1.435874991118908
2006,meergezinspand_laag_midden,0.938,1.2901481632833127
1982,meergezinspand_laag_midden,1.44,1.4345714251200359
1911,hoekwoning,3.237,2.0319999853769937
1975,meergezinspand_hoog,1.451,1.4851470344206865
1964,meergezinspand_laag_midden,2.184,2.091499987244606
1960,tussenwoning,1.99,1.6700000029343824
1987,vrijstaand,1.2,1.1970000212842768
1970,hoekwoning,1.451,1.4151428427015031
1987,tussenwoning,1.451,1.4509999752044678
1999,hoekwoning,1.2,1.225263187759801
1993,vrijstaand,1.2,1.4290000299612682
1988,twee_onder_1_kap,1.451,1.4252857054982866
1966,tussenwoning,0.938,1.0021250173449516
1972,hoekwoning,2.184,1.7892222139570448
1895,twee_onder_1_kap,3.237,2.4072999954223633
1955,tussenwoning,2.06,1.6679999743189131
1998,twee_onder_1_kap,0.938,2.1100000051351695
1973,twee_onder_1_kap,1.451,1.4813636107878252
1991,hoekwoning,0.938,1.1393333541022406
1987,meergezinspand_laag_midden,1.2,1.1805000106493633
2004,hoekwoning,0.938,1.1638125143945217
1975,tussenwoning,1.2,1.2469000041484832
1977,meergezinspand_laag_midden,0.938,1.0082708572347958
1977,hoekwoning,1.451,1.0082708572347958
1965,hoekwoning,1.785,1.51031816276637
1975,meergezinspand_laag_midden,1.2,1.405521747858628
1966,tussenwoning,0.938,0.9722000201543172
2007,meergezinspand_hoog,0.938,1.330631583929062
1999,tussenwoning,1.2,1.220916708310445
1923,tussenwoning,2.612,2.1313000082969666
1950,meergezinspand_laag_midden,1.785,1.7884736625771773
1928,hoekwoning,3.237,1.3456666668256123
1997,tussenwoning,1.2,1.1738000452518462
1958,tussenwoning,1.2,1.9665454517711292
2010,meergezinspand_hoog,0.938,0.9546754624237094
2010,meergezinspand_hoog,0.938,0.9546754624237094
1958,tussenwoning,1.451,1.9694285563060216
1992,hoekwoning,1.2,1.2000000476837158
1994,meergezinspand_hoog,1.2,1.2143939552885112
1981,meergezinspand_laag_midden,1.785,1.8415262950094122
1981,meergezinspand_laag_midden,1.53,1.5960833231608074
1988,meergezinspand_laag_midden,0.938,0.9914482975828236
1967,meergezinspand_hoog,0.938,0.9856363914229653
1967,meergezinspand_hoog,0.938,0.9715897700725458
1958,vrijstaand,1.785,2.012625001370907
1966,vrijstaand,1.785,1.9745999872684479
1968,twee_onder_1_kap,1.451,1.9808181741020896
2015,tussenwoning,0.938,0.9380000233650208
1965,tussenwoning,1.451,1.5783333248562283
1983,vrijstaand,1.451,2.0039166659116745
1978,vrijstaand,1.451,1.868999993801117
1979,vrijstaand,1.451,1.4901176375501297
2012,meergezinspand_laag_midden,0.938,0.9606420007752784
2012,tussenwoning,0.69,0.649166668454806
1990,twee_onder_1_kap,1.451,1.2627500295639038
1966,vrijstaand,2.184,1.7608000040054321
2015,tussenwoning,0.938,0.9933571645191738
2006,meergezinspand_laag_midden,0.938,1.2518889020990442
1930,tussenwoning,1.785,1.5582856961659022
1987,meergezinspand_laag_midden,1.2,1.2418333689371746
1954,tussenwoning,2.184,1.9615384477835436
1970,hoekwoning,0.938,0.9380000233650208
1988,tussenwoning,1.2,1.2000000476837158
1948,twee_onder_1_kap,2.612,2.045117637690376
1900,tussenwoning,1.785,2.2891999959945677
1998,meergezinspand_hoog,0.938,1.034289493372566
1968,hoekwoning,0.938,0.9380000233650208
2005,meergezinspand_hoog,1.451,1.4777199745178222
1969,meergezinspand_laag_midden,1.785,1.8293333053588867
1969,meergezinspand_hoog,1.14,1.3514615159768324
1968,tussenwoning,1.2,1.392300009727478
1984,meergezinspand_hoog,1.451,1.4509999752044678
1964,tussenwoning,1.785,1.743315772006386
2017,tussenwoning,0.938,0.9380000233650208
1953,tussenwoning,1.785,1.8012499809265137
1989,vrijstaand,1.2,1.3255000114440918
1997,tussenwoning,0.938,0.9722000201543172
2009,meergezinspand_hoog,0.938,0.9380000233650208
2002,meergezinspand_hoog,1.05,1.1921170252434752
1965,meergezinspand_hoog,1.785,1.8361714056559972
1992,meergezinspand_hoog,2.36,1.967767115325144
1986,meergezinspand_laag_midden,0.938,1.1476143096174514
2009,meergezinspand_hoog,0.938,1.6479411861475777
1958,tussenwoning,1.2,1.3915217492891394
1963,tussenwoning,1.451,1.3734117535983814
1983,hoekwoning,1.451,1.315846168077909
1986,hoekwoning,1.451,1.228625014424324
1973,meergezinspand_hoog,1.451,1.4509999752044678
2007,meergezinspand_laag_midden,0.938,1.2013823617907131
2002,meergezinspand_laag_midden,0.938,1.0192890670150518
1971,tussenwoning,1.451,1.5569999814033508
1987,hoekwoning,1.42,1.3520624861121178
1987,hoekwoning,1.451,1.4509999752044678
1997,hoekwoning,1.18,1.1759999990463257
2018,tussenwoning,0.938,0.9380000233650208
2014,twee_onder_1_kap,0.938,1.8463636365803806
1989,tussenwoning,1.451,1.4509999752044678
1983,twee_onder_1_kap,0.938,1.3800555401378207
2017,tussenwoning,0.938,0.9380000233650208
1981,tussenwoning,1.48,1.3938000082969666
1961,vrijstaand,0.938,1.5059999972581863
1963,tussenwoning,1.451,1.5862380720320202
2017,hoekwoning,0.938,0.9380000233650208
1970,tussenwoning,1.451,1.3245909051461653
1970,tussenwoning,1.451,1.3245909051461653
1968,hoekwoning,1.451,1.1592222253481548
2010,hoekwoning,0.89,1.2624999831120174
1981,tussenwoning,1.451,1.3942499905824661
1987,vrijstaand,1.2,1.1968571628843034
1929,vrijstaand,2.612,1.5677499920129776
1988,tussenwoning,0.938,1.1822857147171384
1950,meergezinspand_laag_midden,1.785,1.3119583527247112
1956,tussenwoning,2.612,1.8789166609446208
1975,tussenwoning,1.451,1.506666640440623
1970,hoekwoning,0.938,1.3424545418132434
1987,tussenwoning,1.32,1.3894285815102714
1935,vrijstaand,2.612,1.8444666703542074
1969,tussenwoning,1.785,1.4341999888420105
1920,vrijstaand,2.184,1.396333356698354
1997,hoekwoning,1.2,1.230000026524067
1984,tussenwoning,1.2,1.346416672070821
2004,meergezinspand_laag_midden,0.938,1.0253333648045857
2019,meergezinspand_laag_midden,0.938,1.2936335230997096
1943,meergezinspand_laag_midden,1.451,2.5529999911785124
1994,meergezinspand_laag_midden,1.1,1.1764705671983606
2008,meergezinspand_hoog,0.938,0.951839308653559
1962,twee_onder_1_kap,2.184,1.847000002861023
1970,hoekwoning,1.785,1.6179999709129333
1992,vrijstaand,1.2,1.034470614264993
2016,meergezinspand_laag_midden,0.938,0.977884638767976
1966,meergezinspand_hoog,2.184,2.13804167509079
2015,meergezinspand_hoog,0.938,0.9380000233650208
1983,meergezinspand_hoog,1.785,1.5852902954624546
1986,tussenwoning,1.451,1.4231110943688288
1981,meergezinspand_laag_midden,1.785,1.6113199710845947
2014,tussenwoning,0.938,0.9380000233650208
1973,tussenwoning,1.451,1.4234999895095826
2006,hoekwoning,0.938,0.9380000233650208
1948,twee_onder_1_kap,2.184,1.9112000107765197
2019,twee_onder_1_kap,0.938,0.9380000233650208
1970,vrijstaand,1.451,1.3358571444238936
1995,tussenwoning,1.2,1.1991538863915663
1987,tussenwoning,1.451,1.3445833226044972
1968,meergezinspand_hoog,1.32,1.395312518812716
1980,tussenwoning,1.451,1.4174000024795532
1978,vrijstaand,1.451,1.4717499911785126
1970,vrijstaand,2.184,2.0215999841690064
1996,tussenwoning,1.2,1.1513636708259583
1985,tussenwoning,0.938,1.1320909207517451
2010,tussenwoning,0.938,0.9380000233650208
2010,hoekwoning,0.938,0.9380000233650208
1979,vrijstaand,1.785,1.6179999709129333
2007,vrijstaand,0.938,1.8260000007493156
2000,hoekwoning,1.2,1.1251428978783744
1760,tussenwoning,2.184,2.3474999964237213
1981,meergezinspand_laag_midden,1.58,1.2872926941732081
1978,meergezinspand_laag_midden,1.67,1.8008000084332056
1978,meergezinspand_laag_midden,1.84,1.8008000084332056
2012,meergezinspand_hoog,0.938,0.9380000233650208
2008,tussenwoning,0.938,0.9380000233650208
1954,tussenwoning,1.48,1.469214290380478
1994,hoekwoning,1.2,1.2480000138282776
1970,hoekwoning,1.2,1.5764814703552812
1965,hoekwoning,1.785,1.562333305676778
1978,meergezinspand_laag_midden,1.2,0.9799032499713283
2004,meergezinspand_laag_midden,1.451,1.3255000114440918
1983,tussenwoning,1.451,1.4127999812364578
2013,meergezinspand_laag_midden,0.938,1.2310895670705766
1984,meergezinspand_laag_midden,1.451,1.4067058703478645
1976,twee_onder_1_kap,1.451,1.4509999752044678
1972,hoekwoning,1.451,1.435999995470047
1971,meergezinspand_hoog,1.785,2.0509999990463257
1985,tussenwoning,1.451,1.3673333326975505
1985,tussenwoning,1.2,1.3673333326975505
1947,twee_onder_1_kap,2.184,1.4235555794503953
1995,meergezinspand_laag_midden,1.13,1.2197142924581255
1998,vrijstaand,0.938,1.1989000380039214
1961,twee_onder_1_kap,1.785,2.299249991774559
1981,meergezinspand_laag_midden,1.32,1.5265217604844465
1959,twee_onder_1_kap,2.2,1.6086875088512897
1970,twee_onder_1_kap,2.184,1.3142143019608088
1980,tussenwoning,1.451,1.4347618931815738
1992,meergezinspand_laag_midden,1.451,1.6215555402967665
1970,tussenwoning,1.2,1.4069999992847442
1951,tussenwoning,1.785,1.7311999797821045
1963,hoekwoning,2.2,1.5646666646003724
2009,meergezinspand_hoog,0.938,0.9380000233650208
2006,vrijstaand,0.938,0.9517894983291626
1936,vrijstaand,2.612,2.208499997854233
1985,hoekwoning,1.451,1.3664999987397874
1966,tussenwoning,1.451,1.8055832982063293
2020,hoekwoning,0.938,0.9380000233650208
1975,tussenwoning,1.78,1.5196428426674433
1976,vrijstaand,1.2,1.5224285636629378
1988,tussenwoning,1.2,1.283666690190633
1955,hoekwoning,1.451,1.8974999785423279
2010,tussenwoning,0.938,0.957407432573813
1951,tussenwoning,1.785,2.1304444471995034
1985,meergezinspand_hoog,1.451,1.412969683155869
1955,vrijstaand,2.184,1.684499979019165
1979,hoekwoning,1.451,1.901999980211258
1972,meergezinspand_laag_midden,1.2,1.2268928970609392
1986,meergezinspand_laag_midden,1.36,1.128666681902749
1978,hoekwoning,1.451,1.3285000026226044
1980,tussenwoning,1.451,1.407999986410141
1990,hoekwoning,0.938,1.1370000197337224
1963,twee_onder_1_kap,1.451,1.2861250042915344
1972,hoekwoning,0.938,1.2248333460754819
2020,tussenwoning,0.938,0.9380000233650208
1970,twee_onder_1_kap,1.785,1.4076249971985817
1968,meergezinspand_laag_midden,0.938,1.0471579181520563
1971,tussenwoning,1.451,1.4323333236906264
1969,tussenwoning,1.451,1.4323333236906264
2019,twee_onder_1_kap,0.938,2.0580588228562298
1984,vrijstaand,1.451,1.4926999807357788
2018,meergezinspand_laag_midden,0.938,0.9380000233650208
1984,tussenwoning,1.2,1.3673333326975505
1999,meergezinspand_laag_midden,1.2,1.2637608984242314
1930,vrijstaand,3.237,1.2637608984242314
1932,twee_onder_1_kap,2.612,2.5623333189222546
1977,hoekwoning,1.58,1.416200006008148
1988,tussenwoning,1.451,1.2522143040384566
1981,meergezinspand_hoog,0.938,1.1897800147533417
1981,meergezinspand_hoog,0.938,1.1897800147533417
1936,hoekwoning,1.785,2.6341999848683675
2014,meergezinspand_laag_midden,0.938,1.0975333591302237
1923,meergezinspand_laag_midden,1.451,1.7123703493012323
2016,meergezinspand_hoog,0.938,0.9380000233650208
2019,hoekwoning,0.938,0.9380000233650208
1944,hoekwoning,3.237,2.0202499851584435
1961,tussenwoning,1.785,1.9953333338101704
1961,hoekwoning,3.237,1.9958636164665222
1969,meergezinspand_hoog,1.451,1.7268333103921678
1959,tussenwoning,2.612,1.96013634855097
1976,meergezinspand_hoog,2.12,2.014922302324795
1965,tussenwoning,1.99,1.9611666699250538
1983,tussenwoning,1.451,1.366888874106937
1968,tussenwoning,1.451,1.322749987244606
1970,meergezinspand_hoog,1.451,1.548285688672747
1990,twee_onder_1_kap,1.2,1.3060000027929033
2000,vrijstaand,0.938,1.0690000355243683
1986,meergezinspand_hoog,1.451,1.4509999752044678
1973,meergezinspand_hoog,1.78,1.791999979019165
1967,hoekwoning,1.2,1.4321333169937134
1976,tussenwoning,1.451,1.4509999752044678
1955,tussenwoning,0.938,1.5799999970656176
1959,tussenwoning,3.237,2.4274999797344208
1935,meergezinspand_laag_midden,1.451,1.6642352728282703
1949,tussenwoning,2.184,2.2255454605275933
1958,tussenwoning,1.451,1.5003181587566028
1989,tussenwoning,1.2,1.1976428840841566
